Class,Order,Family,Genus,Species,Common.Name,X.M.F.Both.,Length..cm.,Height,Diet,Feeding.Guild,Habitat,Water.Column,reference
Actinopterygii,Perciformes,Nemipteridae,Scolopsis,xenochrous,Oblique-barred monocle bream,Both,15.5,4.16,Crustaceans,Invertivore,"Rubble areas of coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5882&what=species&TotRec=11
Actinopterygii,Perciformes,Nemipteridae,Scolopsis,vosmeri,Whitecheek monocle bream,Both,3.2,0.99,Benthic organisms,"Invertivore, piscivore",Sand and rubble bottoms of coastal reefs and lagoons,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5883&what=species&TotRec=21
Actinopterygii,Perciformes,Nemipteridae,Scolopsis,aurata,Yellowstripe monocle bream,Both,25.1,6.93,Unknown,"Invertivore, piscivore","Sandy bottoms of lagoons, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5884&what=species&TotRec=6
Actinopterygii,Perciformes,Nemipteridae,Scolopsis,frenata,Bridled monocle bream,Both,24.3,6.28,Unknown,"Invertivore, piscivore",Coral reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=5887&what=species
Actinopterygii,Perciformes,Nemipteridae,Scolopsis,bimaculatus,Thumbprint monocle bream,Both,21.6,6.19,"Crustaceans, mollusks, echinoderms, fishes","Invertivore, piscivore",Shallow coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5886&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Scarus,flavipectoralis,Yellowfin parrotfish,M,25.9,7.68,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4968&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,flavipectoralis,Yellowfin parrotfish,F,20.8,6.45,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4968&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,dimidiatus,Yellowbarred parrotfish,M,23.1,7.11,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4973&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Scarus,dimidiatus,Yellowbarred parrotfish,F,21.6,6.16,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4973&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Scarus,oviceps,Dark capped parrotfish,M,27.2,8.54,Algae,Herbivore,"Reef flats, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5551&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,oviceps,Dark capped parrotfish,F,26.9,7.72,Algae,Herbivore,"Reef flats, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5551&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,forsteni,Forsten's parrotfish ,M,53.3,14.82,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5545&what=species&TotRec=13
Actinopterygii,Eupercaria,Scaridae,Scarus,forsteni,Forsten's parrotfish,F,31.5,8.94,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5545&what=species&TotRec=13
Actinopterygii,Eupercaria,Scaridae,Scarus,chameleon,Chameleon parrotfish,M,26.4,8.08,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5543&what=species&TotRec=15
Actinopterygii,Eupercaria,Scaridae,Scarus,chameleon,Chameleon parrotfish,F,30.2,9.87,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5543&what=species&TotRec=15
Actinopterygii,Eupercaria,Scaridae,Scarus,frenatus,Bridled parrotfish,M,29,8.33,Algae,Herbivore,"Seaward slopes, reef crests",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5546&what=species&TotRec=14
Actinopterygii,Eupercaria,Scaridae,Scarus,frenatus,Bridled parrotfish,F,22.9,6.55,Algae,Herbivore,"Seaward slopes, reef crests",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5546&what=species&TotRec=14
Actinopterygii,Eupercaria,Scaridae,Scarus,hypselopterus,Yellow-tail parrotfish,M,20.5,6.82,Unknown,Herbivore,"Coral, rubble areas",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=12707&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,hypselopterus,Yellow-tail parrotfish,F,NA,NA,Unknown,Herbivore,"Coral, rubble areas",Benthic,
Actinopterygii,Eupercaria,Scaridae,Scarus,ghobban,Blue-barred parrotfish,M,58.6,17.03,Algae,Herbivore,"Inshore reefs, sand, rubble areas",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=11&ID=5548&what=species&TotRec=23
Actinopterygii,Eupercaria,Scaridae,Scarus,ghobban,Blue-barred parrotfish,F,24.4,6.97,Algae,Herbivore,"Inshore reefs, sand, rubble areas",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5548&what=species&TotRec=23
Actinopterygii,Eupercaria,Scaridae,Scarus,prasiognathos,Singapore parrotfish,M,40.1,12.72,Algae,Herbivore,"Reef flats, seaward slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4971&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,prasiognathos,Singapore parrotfish,F,27.9,8.25,Algae,Herbivore,"Reef flats, seaward slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=4971&what=species
Actinopterygii,Eupercaria,Scaridae,Scarus,globiceps,Globehead parrotfish,M,28.7,9.5,Algae,Herbivore,"Reef flats, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4970&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,globiceps,Globehead parrotfish,F,20.3,6.19,Algae,Herbivore,"Reef flats, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4970&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,psittacus,Common parrotfish ,M,37.1,11.3,Algae,Herbivore,"Reef flats, lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=8&ID=5553&what=species&TotRec=24
Actinopterygii,Eupercaria,Scaridae,Scarus,psittacus,Common parrotfish,F,18.8,6.27,Algae,Herbivore,"Reef flats, lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5553&what=species&TotRec=24
Actinopterygii,Eupercaria,Scaridae,Scarus,rivulatus,Rivulated parrotfish,M,31.8,10.9,"Algae, corals","Herbivore, invertivore","Silty coastal reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=4969&what=species&TotRec=11
Actinopterygii,Eupercaria,Scaridae,Scarus,rivulatus,Rivulated parrotfish,F,25.9,8.69,"Algae, corals","Herbivore, invertivore","Silty coastal reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4969&what=species&TotRec=11
Actinopterygii,Eupercaria,Scaridae,Scarus,schlegeli,Yellowband parrotfish,M,29.8,10.02,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=9&ID=4975&what=species&TotRec=16
Actinopterygii,Eupercaria,Scaridae,Scarus,schlegeli,Yellowband parrotfish,F,18.8,5.48,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4975&what=species&TotRec=16
Actinopterygii,Eupercaria,Scaridae,Scarus,russelii,Eclipse parrotfish,M,43.5,14.8,Algae,Herbivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7912&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,russelii,Eclipse parrotfish,F,24.9,8.02,Algae,Herbivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7912&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Scarus,spinus,Greensnout parrotfish,M,18.3,5.9,Unknown,Herbivore,Outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4974&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,spinus,Greensnout parrotfish,F,13.6,4.41,Unknown,Herbivore,Outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4974&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,tricolor,Tricolour parrotfish,M,27.9,7.9,Algae,Herbivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6438&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Scarus,tricolor,Tricolour parrotfish,F,26.4,8,Algae,Herbivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6438&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Scarus,rubroviolaceus,Ember parrotfish,M,62.7,17.27,Algae,Herbivore,Outer reef slopes,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5555&what=species&TotRec=13
Actinopterygii,Eupercaria,Scaridae,Scarus,rubroviolaceus,Ember parrotfish,F,52.1,15.08,Algae,Herbivore,Outer reef slopes,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5555&what=species&TotRec=13
Actinopterygii,Eupercaria,Scaridae,Scarus,xanthopleura,Red parrotfish,M,56.2,16.95,Unknown,Herbivore,"Clearwater lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5541&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,xanthopleura,Red parrotfish,F,37.9,10.69,Unknown,Herbivore,"Clearwater lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5541&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,altipinnis,Filament-finned parrotfish,M,53.3,17.22,Algae,Herbivore,"Shallow reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5540&what=species&TotRec=11
Actinopterygii,Eupercaria,Scaridae,Scarus,altipinnis,Filament-finned parrotfish,F,34,10.44,Algae,Herbivore,"Shallow reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5540&what=species&TotRec=11
Actinopterygii,Eupercaria,Scaridae,Scarus,niger,Dusky parrotfish,M,31.9,10.51,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=10&ID=5550&what=species&TotRec=16
Actinopterygii,Eupercaria,Scaridae,Scarus,niger,Dusky parrotfish,F,26.3,8.77,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5550&what=species&TotRec=16
Actinopterygii,Eupercaria,Scaridae,Scarus,festivus,Festive parrotfish,Both,26.9,8.16,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5544&what=species&TotRec=7
Actinopterygii,Eupercaria,Scaridae,Scarus,viridifucatus,Roundhead parrotfish,M,17.5,5.64,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7914&what=species&TotRec=4
Actinopterygii,Eupercaria,Scaridae,Scarus,viridifucatus,Roundhead parrotfish ,F,NA,NA,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,
Actinopterygii,Eupercaria,Scaridae,Scarus,koputea,Marquesan parrotfish,M,33.8,10.06,Algae,Herbivore,"Inner bays, outer reef slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=4980&what=species&TotRec=4
Actinopterygii,Eupercaria,Scaridae,Scarus,koputea,Marquesan parrotfish,F,27.2,8.64,Algae,Herbivore,"Inner bays, outer reef slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=4980&what=species
Actinopterygii,Eupercaria,Scaridae,Scarus,quoyi,Quoy's parrotfish,M,21.1,7.43,Algae,Herbivore,"Inshore reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5554&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,quoyi,Quoy's parrotfish,F,NA,NA,Algae,Herbivore,"Inshore reefs, outer slopes",Benthic,
Actinopterygii,Eupercaria,Scaridae,Scarus,longipinnis,Highfin parrotfish,M,25.2,7.37,Algae,Herbivore,"Clear outer reefs, atoll reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4981&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,longipinnis,Highfin parrotfish,F,25.7,8.55,Algae,Herbivore,"Clear outer reefs, atoll reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4981&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,falcipinnis,Sicklefin parrotfish,Both,52.6,17.77,Algae,Herbivore,Seaward reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=7911&what=species&TotRec=7
Actinopterygii,Eupercaria,Scaridae,Scarus,scaber,Fivesaddle parrotfish,M,24.4,7.71,Algae,Herbivore,"Lagoons, reef flats",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7913&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Scarus,scaber,Fivesaddle parrotfish,F,17.9,5.33,Algae,Herbivore,"Lagoons, reef flats",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7913&what=species&TotRec=6
Actinopterygii,Eupercaria,Scaridae,Scarus,caudofasciatus,Redbarred parrotfish,M,48.2,13.54,Algae,Herbivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7908&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,caudofasciatus,Redbarred parrotfish,F,50.2,15.94,Algae,Herbivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7908&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,arabicus,Arabian parrotfish,M,38,11.63,Algae,Herbivore,Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=12661&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Scarus,ferrugineus,Rusty parrotfish,M,40.4,14.12,Algae,Herbivore,Coral slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=14380&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,ferrugineus,Rusty parrotfish,F,32.5,11.12,Algae,Herbivore,Coral slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=14380&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,fuscopurpureus,Purple-brown parrotfish,M,38.1,11.83,Unknown,Herbivore,"Shallow waters, coral head",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=14381&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Scarus,collana,Red Sea parrotfish,M,28.1,9.16,Unknown,Herbivore,"Coral heads, dead coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=14379&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Scarus,dubius,Regal parrot,M,26.2,8.38,Algae,Herbivore,Seaward reefs,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4967&what=species&TotRec=4
Actinopterygii,Eupercaria,Scaridae,Scarus,dubius,Regal parrot,F,25.9,8.04,Algae,Herbivore,Seaward reefs,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4967&what=species&TotRec=4
Actinopterygii,Eupercaria,Scaridae,Scarus,ovifrons,Knobsnout parrotfish,F,48,15.17,Unknown,Herbivore,"Rocky areas, coastal waters",,https://www.fishbase.se/photos/PicturesSummary.php?ID=23512&what=species
Actinopterygii,Perciformes,Nemipteridae,Scaevius,milii,Green-striped coral bream,Both,14.7,4.2,"Small fishes, benthic invertebrates","Invertivore, piscivore",Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5874&what=species&TotRec=4
Actinopterygii,Carangiformes,Scombridae,Sarda,orientalis,Striped bonito,Both,43.1,8.75,"Clupeoids, fishes, squids, crustaceans","Invertivore, piscivore","Coastal waters, near reefs",Pelagic,https://www.fishbase.se/photos/PicturesSummary.php?ID=114&what=species
Actinopterygii,Eupercaria,Sparidae,Rhabdosargus,sarba,Goldlined seabream,Both,15.5,6.01,"Mollusks, macrophytes",Invertivore,Sand and rubble areas near reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5368&what=species&TotRec=13
Actinopterygii,Carangiformes,Scombridae,Rastrelliger,kanagurta,Indian mackerel ,Both,20.8,4.4,"Phytoplanktons, zooplanktons","Herbivore, invertivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=111&what=species&TotRec=13
Actinopterygii,Pecriformes,Serranidae,Rainfordia,opercularis,Rainfordia,Both,11,1.75,Unknown,Unknown,Caves in coral reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=15055&what=species
Actinopterygii,Perciformes ,Rachycentridae,Rachycentron,canadum,Cobia,,,,,"Piscivore, Invertivore",,Benthopelagic,
Actinopterygii,Pecriformes,Serranidae,Rabaulichthys,altipinnis,Sailfin anthias,Both,NA,NA,Unknown,Unknown,Steep outer slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=24435&what=species
Actinopterygii,Pecriformes,Serranidae,Rabaulichthys,stigmaticus,Spotfin anthias,Both,6.5,1.27,Unknown,Unknown,Current sweapt rubble bottoms,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=24436&what=species
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,tile,Dark-banded fusilier,Both,21.6,4.76,Zooplankton,Invertivore,"Clear water slopes, reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=939&what=species&TotRec=8
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,pisang,Banana fusilier,Both,12.2,2.42,Zooplankton,Invertivore,"Steep slopes, shallow coastal, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=936&what=species&TotRec=8
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,marri,Marr's fusilier,Both,31.2,6.9,Zooplankton,Invertivore,"Steep slopes, coastal, lagoons, coral reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=935&what=species&TotRec=5
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,trilineata,Three-stripe fusilier,Both,14.2,2.55,Zooplankton,Invertivore,"Steep slopes, shallow coastal, lagoons, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=1886&what=species&TotRec=5
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,digramma,Double-lined fusilier,Both,22.8,5.93,Zooplankton,Invertivore,"Steep slopes, patch reef, seaward reef",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?ID=933&what=species
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,randalli,Randall's fusilier,Both,14.3,3.06,Zooplankton,Invertivore,"Steep slopes, shallow coastal, lagoons, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=937&what=species&TotRec=3
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,chrysozona,Goldband fusilier,Both,13.2,2.76,Zooplankton,Invertivore,"Coastal, lagoons, outer reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=932&what=species&TotRec=7
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,tessellata,One-stripe fusilier,Both,13.79,2.94,Zooplankton,Invertivore,"Steep slopes, coastal, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=938&what=species&TotRec=4
Actinopterygii,Eupercaria,Caesionidae,Pterocaesio,lativittata,Wide-band fusilier,Both,15,3.15,Zooplankton,Invertivore,"Steep slopes, deep passes, coastal, lagoons, seaward reefs",Midwater,https://www.fishbase.se/photos/PicturesSummary.php?ID=934&what=species
